"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"234",36,19,0,4,29,7.9,0.49,-0.7,1.8,0.59,0,2,0,-1,-1,5,0,0,0,0,0,0,0,0,1,0,-1,0,8,22,0,0,0,0,0,0,0,1,0,0,9,4,0,0,1,2,2,1,0,6,0,5,11,5,86.84,1,19,0,5.55,1.71,80.2,0,0,2.3,0,5.27,1,35.85,634.55,0,0,1.32,0,3.81,0,0,2.64,0,5.44,1,0,0,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0,"2","1","September","1","0","1","3","-1","-1","-1","3","2","2","1","1","low_spend_cust"
"236",35,14,0,4,22,5.9,0.39,-0.94,0.91,-0.1,0,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,29,1,0,0,1,0,0,0,1,0,1,9,5,1,0,0,4,2,1,0,4,0,4,7,4,34.03,1,6,0,4.05,1.4,16.75,1,23.75,3.17,121.4,4.8,1,34.1,194.45,1,14.75,2.69,65,4.17,1,25.85,3.25,114.85,4.74,0,1,1,1,1,1,1,0,1,22,1,1,1,1,1,0,0,1,0,0,0,0,"4","0","May","1","0","2","2","1","12","0","2","3","2","3","0","low_spend_cust"
"243",18,13,0,0,15,4.9,0.21,-1.56,0.52,-0.64,0,2,1,10,1,4,1,1,0,0,0,0,0,0,1,2,0,1,1,17,1,0,0,1,0,0,0,0,0,0,9,3,1,0,1,3,2,4,0,0,1,0,14,4,91.91,0,2,0,14.1,2.65,28.65,0,0,2.4,0,3.54,1,30.55,26.1,1,12.5,2.53,5,1.61,0,0,2.93,0,3.14,1,0,0,0,0,0,0,1,1,14,1,1,1,0,1,1,1,0,1,0,0,0,"1","1","October","3","0","1","1","0","9.1","0","5","4","3","3","3","medium_spend_cust"
"246",61,18,1,20,32,10.6,0.13,-2.02,3.26,1.18,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,4,16,0,0,0,1,0,0,0,0,0,0,9,4,0,0,1,2,4,3,1,8,0,3,7,1,14.03,0,5,1,4.35,1.47,23.25,1,12.75,2.55,64.3,4.16,0,0,0,1,8.5,2.14,40,3.69,1,22.5,3.11,105.85,4.66,0,0,0,1,1,1,1,0,1,12,1,1,1,1,1,1,0,0,0,0,0,0,"4","0","December","6","1","2","3","-1","-1","-1","3","2","4","2","3","low_spend_cust"
"248",26,17,0,0,82,10.1,1.39,0.33,6.89,1.93,1,5,1,19,4,2,0,0,0,0,0,0,0,0,1,3,1,0,1,38,1,0,0,1,0,0,0,1,0,0,9,2,1,1,0,3,1,4,0,8,0,6,9,5,194.22,0,13,1,2.65,0.97,27.5,1,16.75,2.82,256.8,5.55,1,45.55,555.2,1,17.75,2.88,215,5.37,1,38.95,3.66,453,6.12,1,0,1,1,0,1,1,1,1,25,1,1,1,1,1,1,1,1,0,0,0,0,"4","1","September","1","0","3","2","1","28.2","1","4","4","4","1","4","medium_spend_cust"
"252",30,15,0,3,30,30.6,3.87,1.35,5.31,1.67,1,3,0,-1,-1,2,4,0,2,0,2,0,0,0,1,1,0,1,1,21,1,1,0,1,0,0,0,0,0,0,9,6,0,1,1,2,3,4,0,8,1,6,11,0,0,1,13,0,3.8,1.34,52.05,0,0,2.3,0,2.72,0,0,0,0,0,1.56,0,2.08,0,0,2.68,0,3.01,0,0,0,0,0,0,0,0,1,23,1,1,1,0,0,0,1,0,0,0,0,0,"2","1","April","3","0","3","2","0","10.8","1","3","4","1","1","0","low_spend_cust"
"253",64,11,0,5,18,6.1,0.37,-0.99,0.73,-0.32,0,1,1,10,1,2,5,0,0,0,0,0,0,5,0,3,1,0,1,23,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,1,4,0,3,0,2,13,1,14.24,1,9,1,4.45,1.49,28.35,1,20.25,3.01,163.7,5.1,0,0,0,1,16.25,2.79,110,4.7,1,14.7,2.69,119.3,4.78,0,0,0,1,1,1,1,0,1,23,0,0,1,0,1,0,0,1,0,0,1,0,"1","1","May","2","0","2","2","1","9.2","0","5","3","4","3","0","low_spend_cust"
"255",30,17,0,6,109,18.4,1.46,0.38,18.59,2.92,0,4,1,18,4,5,0,0,0,0,0,0,0,0,1,1,1,1,8,32,0,0,1,0,0,0,0,1,0,0,1,7,1,1,0,1,4,2,0,11,0,8,9,9,691.04,0,28,1,7.5,2.01,196.3,1,36.25,3.59,1031.4,6.94,1,63.35,1720.2,1,35.75,3.58,965,6.87,1,84.5,4.44,2194.85,7.69,1,1,1,1,1,1,1,1,1,23,1,1,1,1,1,1,1,1,1,1,1,1,"2","0","February","5","0","1","3","1","52","0","2","1","3","3","4","medium_spend_cust"
"256",66,9,0,33,88,8.3,2.62,0.96,4.68,1.54,0,5,0,-1,-1,1,2,0,0,2,0,0,0,0,1,4,1,0,1,27,1,0,0,0,0,0,1,1,0,0,9,6,1,1,1,2,2,3,0,37,0,29,6,6,174.97,1,69,0,27.15,3.3,1874.35,1,35.5,3.57,2548.85,7.84,0,0,0,1,23.25,3.15,1595,7.37,0,0,2.9,0,7.11,0,0,0,0,1,1,1,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,"3","0","March","6","1","1","5","1","47.8","1","3","4","3","3","0","low_spend_cust"
"258",27,9,1,7,22,9.1,0.11,-2.24,1.9,0.64,0,1,1,10,1,4,7,0,0,0,0,0,0,7,1,0,-1,0,10,28,0,0,1,0,0,0,1,1,0,1,2,6,0,0,0,2,1,4,0,9,0,9,16,4,64.28,0,49,0,11.3,2.42,585.05,1,26.75,3.29,1307.25,7.18,0,0,0,1,29.75,3.39,1505,7.32,0,0,2.82,0,6.76,0,0,0,1,1,1,1,0,1,25,1,1,1,0,1,0,0,0,1,0,0,0,"3","1","December","6","0","3","1","-1","-1","-1","3","2","3","3","0","medium_spend_cust"
"262",35,15,0,1,51,18.3,3.41,1.23,5.93,1.78,1,1,0,-1,-1,1,7,0,3,0,0,1,3,0,1,1,1,0,5,38,0,0,0,0,1,0,0,0,0,0,9,5,1,0,1,1,3,2,1,17,0,12,16,1,21.64,0,29,1,9,2.2,283.4,1,20.75,3.03,560.4,6.33,0,0,0,0,0,1.75,0,5.11,0,0,2.93,0,6.15,0,0,0,1,1,0,0,0,1,11,1,1,1,0,1,0,0,0,1,0,1,0,"5","1","July","2","0","2","3","1","33.2","0","4","3","4","3","0","medium_spend_cust"
"268",57,8,0,4,19,6.8,0.03,-3.43,1.26,0.23,0,5,0,-1,-1,1,1,1,0,0,0,0,0,0,0,3,1,0,1,34,1,0,0,1,1,0,0,0,1,0,9,5,0,0,0,5,2,4,0,1,0,1,8,5,58.22,0,2,0,2.2,0.79,3.85,0,0,2.33,0,4.63,0,0,0,0,0,1.79,0,4.17,0,0,2.82,0,4.96,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,"5","1","September","2","0","3","2","1","7.3","0","3","4","3","2","0","low_spend_cust"
"275",24,16,0,0,30,4.4,0.37,-0.98,0.95,-0.06,0,1,0,-1,-1,1,2,2,0,0,0,0,0,0,1,4,1,0,1,19,1,0,0,0,0,0,0,0,0,0,9,2,0,1,0,3,3,3,0,6,0,6,11,1,19.77,1,35,0,9.2,2.22,330.05,0,0,2.48,0,5.64,1,39.5,1306.75,0,0,2.01,0,4.98,0,0,2.82,0,5.82,1,0,0,0,0,0,0,0,1,27,1,1,1,0,1,0,1,0,0,0,0,0,"3","1","February","1","0","1","1","0","12.8","1","2","3","4","3","1","low_spend_cust"
"280",26,12,0,2,21,9.4,0.18,-1.72,1.79,0.58,0,1,1,14,2,6,3,0,0,0,0,0,0,3,1,1,1,0,5,23,0,0,0,0,1,0,0,0,0,0,9,5,1,0,0,4,2,2,0,8,1,8,9,5,151.29,1,42,0,8.9,2.19,396.85,1,32,3.47,1306,7.17,0,0,0,1,24.25,3.19,1045,6.95,0,0,2.64,0,6.39,0,0,0,1,1,1,1,0,1,18,1,1,1,0,0,0,0,0,0,0,0,0,"3","0","August","2","0","3","2","1","11.3","0","1","4","4","1","0","medium_spend_cust"
"288",25,18,0,0,37,1.2,0.25,-1.4,0.2,-1.62,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,0,4,20,0,0,0,1,0,1,0,0,0,1,9,2,1,0,0,4,1,1,0,7,0,5,15,9,291.9,1,11,1,3.8,1.34,41.35,0,0,2.3,0,4.86,0,0,0,0,0,1.87,0,4.01,0,0,2.64,0,5.2,0,0,0,0,0,0,0,1,1,17,0,1,0,0,1,0,0,0,0,0,0,0,"1","1","May","2","0","3","1","0","21","1","1","3","4","3","0","medium_spend_cust"
"289",23,15,0,2,31,1,0,-5.68,0.31,-1.18,0,1,0,-1,-1,1,1,0,1,0,0,0,0,0,1,2,1,0,1,13,1,0,1,0,0,0,0,0,0,0,9,3,1,0,1,4,2,2,0,5,1,6,10,7,223.45,0,24,1,4.3,1.46,109.15,0,0,2.55,0,5.59,0,0,0,0,0,2.11,0,5.27,0,0,2.68,0,5.66,0,0,0,0,0,0,1,0,1,14,1,1,1,0,1,1,0,0,0,0,0,0,"1","0","February","6","0","1","2","1","16.1","0","1","1","4","1","1","medium_spend_cust"
"294",45,19,0,12,83,5.4,2.96,1.08,1.52,0.42,0,4,0,-1,-1,1,5,0,0,0,0,0,0,5,1,1,1,0,3,21,0,0,1,0,0,0,0,1,0,0,9,4,0,0,1,2,2,2,0,23,0,14,6,1,16.1,1,48,0,14.1,2.65,677.4,1,22,3.09,1075.15,6.98,1,38.4,1845.55,1,9.75,2.28,460,6.13,1,44.75,3.8,2103.4,7.65,1,1,1,0,1,0,1,1,1,15,1,1,1,0,1,1,1,1,1,0,0,0,"2","0","March","5","0","1","4","0","31.3","0","5","4","1","3","0","low_spend_cust"
"296",19,14,0,0,43,17.9,2.16,0.77,5.54,1.71,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,5,1,1,1,36,1,1,0,0,1,0,1,1,0,0,9,3,1,1,0,3,3,1,0,1,0,1,10,7,75.54,1,10,0,2.4,0.88,24.75,0,0,2.6,0,2.69,0,0,0,0,0,1.61,0,1.61,0,0,2.93,0,3.06,0,0,0,0,0,0,0,0,1,28,1,1,1,0,0,1,0,0,0,0,0,0,"5","1","September","6","0","1","1","0","27","0","2","4","2","1","0","low_spend_cust"
"308",56,13,1,4,43,7.5,1.52,0.42,1.7,0.53,0,3,1,11,1,2,0,0,0,0,0,0,0,0,0,0,-1,1,3,26,0,0,1,0,1,0,0,0,0,0,9,5,0,0,0,3,3,4,0,22,0,14,12,3,180.1,0,49,0,14.25,2.66,695.05,0,0,2.82,0,6.63,0,0,0,1,16.25,2.79,755,6.63,0,0,2.93,0,6.76,1,0,0,1,1,1,1,0,1,31,1,1,1,0,0,0,0,0,1,0,1,0,"1","0","February","2","0","2","3","-1","-1","-1","1","3","1","3","0","medium_spend_cust"
"310",18,13,0,0,19,22.2,3.77,1.33,0.45,-0.8,1,1,1,13,2,5,0,0,0,0,0,0,0,0,1,4,1,1,1,25,1,0,0,1,0,0,0,0,0,0,9,5,1,0,0,3,3,3,0,0,0,0,7,2,40.59,0,7,1,4.65,1.54,31.9,0,0,2.33,0,4.57,1,29.75,186.3,0,0,2.05,0,3.56,0,0,2.68,0,4.48,1,1,0,0,0,0,0,0,1,21,1,1,1,0,1,1,1,0,0,0,0,1,"2","0","April","1","0","2","1","0","10.6","0","4","4","2","3","1","low_spend_cust"
"317",49,16,0,6,50,6.5,1.24,0.22,2.01,0.7,0,2,0,-1,-1,1,3,0,1,0,0,2,0,0,0,5,1,1,1,28,1,0,1,0,0,0,0,1,0,0,9,3,1,1,0,4,4,4,0,15,0,8,8,6,194.07,0,25,0,7.9,2.07,184.45,0,0,2.55,0,5.85,0,0,0,1,14.75,2.69,320,5.77,0,0,2.68,0,5.85,0,0,0,0,1,0,0,0,1,21,1,1,1,0,0,0,0,1,1,0,0,0,"4","1","May","1","0","2","4","1","25","0","1","1","1","3","0","low_spend_cust"
"318",75,15,0,11,74,2.8,1.33,0.28,0.75,-0.29,0,4,1,16,3,2,0,0,0,0,0,0,0,0,0,1,1,0,8,24,0,0,0,0,0,0,0,1,0,0,2,4,1,0,1,3,1,2,1,30,0,22,9,5,494.99,1,50,1,21.05,3.05,1062.5,1,20.75,3.03,1099.6,7,1,39.2,1929.05,1,45.5,3.82,2160,7.68,0,0,2.75,0,6.64,0,0,0,1,1,0,1,1,1,14,1,1,1,0,1,1,1,0,1,0,0,1,"4","1","February","1","0","2","5","0","27.7","1","2","3","3","2","1","medium_spend_cust"
"322",79,12,0,18,9,7.8,0.39,-0.95,0.32,-1.15,0,4,0,-1,-1,1,6,0,0,0,0,0,0,6,1,4,1,1,1,30,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,3,2,1,38,0,29,8,3,72.41,0,72,0,34.05,3.53,2401.75,0,0,2.14,0,6.27,0,0,0,1,33.25,3.5,2400,7.78,0,0,2.79,0,6.89,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2","1","June","2","1","1","5","1","4.2","0","4","1","3","3","0","low_spend_cust"
"326",68,13,0,10,11,4.5,0.15,-1.88,0.34,-1.07,0,3,0,-1,-1,1,2,0,2,0,0,0,0,0,1,2,1,1,1,17,1,0,1,0,1,0,0,0,0,1,9,4,0,0,0,1,3,4,0,10,0,3,12,2,42.44,1,23,0,14.45,2.67,340.45,1,19.5,2.97,431.95,6.07,0,0,0,0,0,1.98,0,4.74,0,0,2.54,0,5.6,1,0,0,0,0,0,0,0,1,25,0,1,0,0,0,0,0,0,0,0,1,0,"1","0","June","2","1","4","4","1","4.9","0","4","4","4","1","0","medium_spend_cust"
"331",29,19,0,0,71,10.7,0.87,-0.14,6.72,1.91,0,1,0,-1,-1,1,9,1,0,0,0,0,0,8,1,4,1,1,1,29,1,0,1,1,1,1,0,0,0,1,9,5,0,1,1,1,4,1,0,11,0,11,14,7,339.48,0,44,0,10.8,2.38,484.9,0,0,2.48,0,5.63,1,29.5,1341.25,0,0,2.14,0,5.11,0,0,2.64,0,5.71,1,0,0,0,0,0,0,1,1,12,1,1,1,0,1,1,1,0,1,1,1,1,"2","0","June","1","0","4","2","1","49.8","0","2","3","2","3","4","high_spend_cust"
"334",33,14,0,5,53,5,1.01,0.01,1.64,0.49,0,1,1,17,4,5,3,0,3,0,0,0,0,0,0,2,1,0,1,20,1,0,0,0,1,0,0,0,0,0,9,4,1,0,1,3,2,3,1,15,1,12,10,14,282.24,0,44,0,9.75,2.28,444.2,0,0,2.25,0,5.97,0,0,0,0,0,2.05,0,5.94,0,0,2.64,0,6.57,0,0,0,0,0,0,0,0,1,24,1,1,1,0,0,1,0,0,0,0,1,0,"1","0","November","3","0","1","3","1","12.4","0","4","1","4","3","0","medium_spend_cust"
"350",71,17,1,19,310,14.2,7.66,2.04,36.36,3.59,0,3,1,14,2,2,9,1,1,0,0,0,0,7,1,3,1,0,1,24,1,1,0,0,1,0,0,1,0,1,2,3,1,1,1,1,3,3,1,36,0,28,13,5,578.09,1,69,0,30.35,3.41,2096.75,0,0,2.35,0,6.52,1,47.1,3225.25,1,22,3.09,1420,7.26,1,38,3.64,2533.45,7.84,1,0,1,1,1,1,1,0,1,21,1,1,1,1,1,0,1,1,1,0,0,0,"2","0","October","1","0","1","5","1","88.6","1","4","2","4","2","3","high_spend_cust"
"353",63,14,0,11,49,19.8,6.07,1.8,3.63,1.29,0,4,0,-1,-1,1,4,0,0,0,0,0,0,4,1,0,-1,0,8,25,0,0,0,0,0,0,0,1,0,0,9,3,0,0,1,1,1,3,0,20,0,16,10,3,146.31,0,45,0,9.55,2.26,402.75,0,0,2.53,0,6.25,0,0,0,1,8.75,2.17,365,5.9,0,0,2.72,0,6.38,0,0,0,0,0,0,0,0,1,17,1,1,1,0,1,1,1,0,0,0,0,0,"1","0","February","1","0","1","3","-1","-1","-1","2","4","1","3","1","medium_spend_cust"
"354",61,11,0,33,143,5,4.51,1.51,2.64,0.97,0,3,1,12,2,2,7,0,1,0,0,0,0,6,1,2,1,1,3,23,1,0,1,0,0,0,0,0,0,1,9,5,0,0,0,3,2,1,1,26,0,18,8,2,91.32,0,47,0,13.9,2.63,709.45,0,0,2.42,0,6.22,0,0,0,1,16.25,2.79,730,6.59,0,0,2.82,0,6.76,0,0,0,0,1,0,1,0,1,24,1,1,1,0,0,0,0,0,1,1,0,0,"1","0","September","5","0","1","5","1","66.8","0","1","3","4","2","0","medium_spend_cust"
"357",41,20,0,11,31,4.7,0.26,-1.36,1.2,0.18,0,3,0,-1,-1,1,1,1,0,0,0,0,0,0,1,0,-1,1,3,23,0,0,1,0,1,0,1,0,0,1,1,4,0,0,0,4,1,2,0,23,0,23,12,4,80.85,0,57,0,7.9,2.07,429.15,1,27.25,3.31,1555.6,7.35,1,47.15,2516.9,1,9.25,2.22,545,6.3,0,0,2.98,0,7.06,0,1,1,0,1,1,1,0,1,18,1,1,1,1,1,1,0,1,1,0,0,0,"2","0","September","6","0","2","4","-1","-1","-1","3","4","3","1","4","medium_spend_cust"
"359",18,10,0,1,19,15,1.61,0.47,1.24,0.22,0,1,1,8,1,5,5,0,1,0,0,0,0,4,0,0,-1,0,5,29,0,0,1,0,1,0,0,0,0,1,9,5,0,0,0,5,4,3,1,0,0,0,10,10,296.53,1,8,0,11.55,2.45,83.95,1,24,3.18,211.95,5.36,0,0,0,0,0,1.39,0,3.91,0,0,2.64,0,5.16,0,0,0,1,0,1,1,0,1,15,1,1,1,0,1,0,0,0,0,1,0,1,"2","1","October","3","0","2","1","-1","-1","-1","2","1","4","1","1","medium_spend_cust"
"360",54,12,1,12,83,7.3,1.68,0.52,4.37,1.48,0,4,0,-1,-1,4,6,2,0,0,0,0,0,4,1,4,1,0,1,20,1,0,0,0,0,0,0,0,0,0,9,7,1,0,1,2,1,3,0,8,0,4,14,1,28.75,1,14,0,3.9,1.36,52.05,1,33,3.5,478.95,6.17,0,0,0,1,23.5,3.16,295,5.69,0,0,2.93,0,5.62,0,1,0,1,1,1,1,0,1,29,1,1,1,1,0,0,0,0,0,0,0,0,"3","1","January","1","0","3","4","0","51.2","0","4","4","3","2","0","medium_spend_cust"
"367",55,17,0,17,143,6.4,2.84,1.04,6.31,1.84,0,4,1,16,3,4,0,0,0,0,0,0,0,0,1,1,1,0,4,22,1,0,0,1,0,0,0,0,0,1,9,4,0,0,1,3,3,1,0,37,0,30,9,8,337.6,0,71,0,32.4,3.48,2317.75,0,0,2.58,0,6.83,1,39.05,2846.05,1,20.25,3.01,1390,7.24,0,0,3.18,0,7.51,1,0,0,0,0,0,0,1,1,21,1,1,1,0,1,1,1,0,1,0,0,1,"1","1","April","6","0","3","5","0","59.9","1","4","3","2","3","4","medium_spend_cust"
"377",26,19,0,0,36,3.9,0.8,-0.23,0.61,-0.5,1,3,0,-1,-1,1,9,0,0,2,0,0,0,7,1,3,1,1,1,12,1,0,0,0,1,0,0,0,0,0,1,6,1,0,1,1,4,4,0,8,0,6,8,3,53.85,1,14,0,4.7,1.55,84.25,0,0,2.4,0,5.01,1,29.95,434.2,0,0,2.01,0,4.74,1,21.45,3.07,255.15,5.54,1,0,0,0,0,0,0,1,1,16,1,1,1,0,1,1,1,0,0,0,0,0,"1","0","November","1","0","3","2","1","13.4","0","2","2","1","1","4","low_spend_cust"
"378",62,14,0,31,11,23.1,1.85,0.61,0.69,-0.37,0,5,1,14,2,2,3,2,1,0,0,0,0,0,0,1,0,1,1,23,1,0,0,0,0,0,1,1,0,0,9,7,1,1,1,2,2,3,0,40,0,30,10,9,201.49,1,72,0,78.6,4.36,5727.95,0,0,2.14,0,6.38,0,0,0,1,53,3.97,3715,8.22,0,0,3.28,0,7.54,1,0,0,0,0,0,0,0,1,20,1,1,1,0,1,0,0,0,1,0,0,0,"1","0","March","5","1","2","5","1","5.5","0","3","2","2","3","2","low_spend_cust"
"385",75,13,1,10,14,5.7,0.26,-1.36,0.54,-0.61,0,4,1,12,2,2,4,0,0,0,0,0,0,4,1,4,0,0,1,27,1,0,0,0,0,0,0,0,0,0,9,5,0,0,0,2,3,1,0,27,0,22,11,9,385.29,0,60,0,16.65,2.81,968.85,1,36.5,3.6,2199,7.7,0,0,0,1,17.5,2.86,1120,7.02,0,0,2.89,0,7.1,0,0,0,1,1,0,1,0,1,21,1,1,1,0,1,0,0,1,1,0,0,0,"3","0","June","2","1","1","5","0","6.6","1","1","3","1","3","3","medium_spend_cust"
"393",71,20,1,20,193,3.3,1.49,0.4,4.88,1.58,0,3,1,16,3,2,0,0,0,0,0,0,0,0,1,3,1,0,1,19,1,0,0,0,0,0,0,0,0,0,9,5,0,1,1,4,1,4,0,27,0,17,9,8,299.64,0,61,0,23.05,3.14,1379.35,1,34.5,3.54,2199.1,7.7,0,0,0,1,24,3.18,1380,7.23,1,38.9,3.66,2355.75,7.76,0,1,1,1,1,1,1,0,1,20,1,1,1,0,0,1,0,0,0,0,0,0,"1","0","December","3","0","1","5","1","95.6","1","1","1","4","2","0","medium_spend_cust"
"397",60,11,1,27,73,9.8,3.53,1.26,3.63,1.29,0,5,0,-1,-1,1,2,0,2,0,0,0,0,0,1,2,1,0,4,31,0,0,0,1,0,1,0,0,0,0,9,4,0,0,1,3,4,2,0,25,0,22,7,6,209.46,1,60,0,11.75,2.46,661.95,1,15.75,2.76,968.8,6.88,0,0,0,1,16,2.77,1020,6.93,0,0,2.69,0,6.8,0,0,0,0,0,0,0,0,1,24,1,1,1,0,0,0,0,0,0,0,0,0,"3","1","November","3","0","3","4","0","29.7","1","2","3","1","3","0","medium_spend_cust"
"402",44,16,0,15,64,11.5,3.53,1.26,3.83,1.34,0,3,1,15,3,2,8,0,1,0,0,0,0,7,1,3,1,0,1,28,1,0,0,1,0,0,1,1,0,0,9,4,0,0,0,3,4,1,0,26,1,24,9,5,102.27,1,64,0,18.05,2.89,1133.25,1,36,3.58,2375.25,7.77,1,45.45,2765.15,1,23.75,3.17,1525,7.33,0,0,3.04,0,7.18,1,0,0,1,1,1,1,1,1,25,1,1,1,0,1,1,1,1,1,0,0,0,"5","1","June","3","0","2","4","1","37.8","1","4","2","2","1","2","medium_spend_cust"
"405",52,15,0,18,81,4.9,1.15,0.14,2.81,1.03,0,4,0,-1,-1,1,10,1,0,0,0,0,0,9,0,2,1,0,8,43,0,0,0,1,1,0,1,1,0,0,9,5,0,0,0,1,2,1,1,34,0,28,10,5,552.27,1,69,0,25.1,3.22,1768.15,0,0,2.46,0,6.68,0,0,0,1,97.25,4.58,6440,8.77,0,0,2.82,0,7.06,1,0,0,0,0,0,0,0,1,20,1,1,1,0,1,0,0,0,1,0,0,0,"5","1","January","3","0","2","4","0","49.1","1","4","4","4","2","0","high_spend_cust"
"406",26,20,0,0,37,4,0.37,-1,1.11,0.11,0,3,0,-1,-1,1,6,0,0,0,0,0,0,6,1,3,1,0,1,26,1,0,0,0,1,0,1,0,0,0,2,4,0,0,1,5,2,1,0,5,1,5,20,6,276.64,1,14,1,7.15,1.97,89.85,1,33.5,3.51,470.55,6.15,1,56,711,1,15.75,2.76,165,5.11,1,60.5,4.1,817.85,6.71,1,1,1,1,1,1,1,1,1,12,0,1,1,1,1,1,1,1,0,0,0,0,"4","0","May","3","0","3","2","1","17.9","0","2","4","4","1","2","medium_spend_cust"
"410",25,13,1,0,24,15,1.15,0.14,2.45,0.9,0,1,1,13,2,4,0,0,0,0,0,0,0,0,1,2,1,1,5,33,1,0,0,1,1,0,0,1,0,0,9,6,1,0,0,1,4,4,0,7,0,7,11,4,92.45,1,36,1,5.3,1.67,180.75,1,31,3.43,1131.7,7.03,0,0,0,0,0,1.83,0,5.32,0,0,2.93,0,6.48,1,0,0,1,1,1,0,0,1,22,1,1,1,0,1,0,0,0,1,0,0,0,"2","0","December","2","0","1","2","0","10.7","1","4","2","1","3","2","low_spend_cust"
"415",39,15,1,6,71,3.7,0.81,-0.21,1.81,0.59,0,3,1,15,3,4,3,1,2,0,0,0,0,0,1,3,1,0,1,19,1,0,0,0,1,0,0,0,0,0,9,5,1,0,1,3,2,2,0,21,1,19,8,3,44.51,0,41,1,16.35,2.79,662.7,0,0,2.3,0,6.02,0,0,0,1,19.25,2.96,755,6.63,0,0,2.93,0,6.8,1,0,0,1,0,1,1,0,1,18,1,1,1,0,1,0,0,0,1,0,0,0,"3","0","April","1","0","1","2","0","34.9","1","2","4","3","3","1","low_spend_cust"
"426",67,14,0,9,65,31.1,9.44,2.24,10.77,2.38,1,2,1,15,3,2,1,1,0,0,0,0,0,0,1,2,1,0,4,24,0,0,0,1,0,0,1,0,0,0,1,4,0,0,1,2,2,3,0,27,0,19,12,2,46.72,0,56,0,25.75,3.25,1416.3,1,34.25,3.53,1925.75,7.56,1,47.3,2601.75,1,25,3.22,1375,7.23,1,46.85,3.85,2519.15,7.83,1,1,1,1,1,1,1,1,1,20,1,1,1,0,1,1,0,1,1,0,0,0,"3","0","October","2","0","1","3","1","26.3","0","4","2","3","1","3","medium_spend_cust"
"434",75,15,0,13,63,11.4,3.43,1.23,3.75,1.32,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,0,1,1,1,3,24,0,0,1,0,1,0,0,0,0,1,9,3,1,0,1,1,3,4,1,34,0,21,11,8,398.48,0,60,0,29.75,3.39,1750.15,0,0,2.6,0,6.63,0,0,0,1,41.75,3.73,2600,7.86,0,0,2.89,0,7.08,1,0,0,0,0,0,0,0,1,18,1,1,1,0,1,1,0,0,0,0,0,0,"4","0","March","2","0","2","5","1","27.1","0","5","4","2","2","1","medium_spend_cust"
"435",46,12,0,2,53,7.1,0.78,-0.25,2.98,1.09,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,20,1,0,1,1,0,0,0,0,0,0,9,3,0,0,1,4,2,2,0,1,0,1,12,6,162.12,1,3,1,3.55,1.27,9.9,1,12,2.48,45.55,3.82,1,22.7,51.45,1,10.5,2.35,35,3.56,0,0,2.68,0,3.99,0,0,0,0,0,0,0,1,1,19,0,1,1,0,1,1,0,0,0,0,1,0,"2","0","January","2","0","1","4","1","20.9","0","1","1","4","3","2","low_spend_cust"
"458",67,14,0,17,57,8.6,0.92,-0.09,3.99,1.38,0,5,0,-1,-1,1,1,0,0,0,1,0,0,0,1,0,-1,1,6,38,0,0,0,0,1,1,0,0,0,1,9,5,0,1,1,1,1,1,0,35,1,28,6,7,546.84,0,70,0,29.2,3.37,2082.7,0,0,2.71,0,6.97,0,0,0,1,54.25,3.99,3755,8.23,0,0,2.83,0,6.99,1,0,0,0,0,0,0,1,1,20,1,1,1,0,1,1,0,0,1,0,0,0,"5","0","January","4","0","1","4","-1","-1","-1","3","4","3","3","2","medium_spend_cust"
